Price,Adj Close,Close,High,Low,Open,Volume,SMA_20,SMA_50,EMA_20,RSI,Upper_Band,Lower_Band
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,,,,,,
Date,,,,,,,,,,,,
2022-08-29,159.26100158691406,161.3800048828125,162.89999389648438,159.82000732421875,161.14999389648438,73314000,,155.06800018310548,165.80340273461638,44.14296598988436,176.37716848450543,159.69483316344377
2022-08-30,156.8234405517578,158.91000366210938,162.55999755859375,157.72000122070312,162.1300048828125,77906200,,155.61500030517578,165.14688853723476,31.794152180145076,176.55621854794828,159.4057840155283
2022-08-31,155.15562438964844,157.22000122070312,160.5800018310547,157.13999938964844,160.30999755859375,87991100,,156.04200042724608,164.39194688804128,30.774480818757837,177.3516177539328,157.7193844433328
2022-09-01,155.8859405517578,157.9600067138672,158.4199981689453,154.6699981689453,156.63999938964844,74229900,,156.49420043945312,163.77938115716756,23.26023085539768,177.83804031607676,156.4479627967162
2022-09-02,153.76414489746094,155.80999755859375,160.36000061035156,154.97000122070312,159.75,76957800,,156.84500030517577,163.02039224301768,18.40002618960162,178.4892152758673,154.8427869824335
2022-09-06,152.50094604492188,154.52999877929688,157.08999633789062,153.69000244140625,156.47000122070312,73714800,,157.10240020751954,162.21178334171094,17.67997304389644,179.14864507120566,153.14935755330603
2022-09-07,153.91217041015625,155.9600067138672,156.6699981689453,153.61000061035156,154.82000732421875,87449600,,157.38840026855468,161.61637604382105,17.42029924952294,179.4735686346712,151.92843484433268
2022-09-08,152.431884765625,154.4600067138672,156.36000061035156,152.67999267578125,154.63999938964844,84923800,,157.7288003540039,160.93481706001592,16.7735845461479,179.49986596055,150.4241376405242
2022-09-09,155.3036651611328,157.3699951171875,157.82000732421875,154.75,155.47000122070312,68028800,,158.09160034179686,160.59531020831795,26.345703436872995,179.2236232372481,149.58837932622845
2022-09-12,161.28408813476562,163.42999267578125,164.25999450683594,159.3000030517578,159.58999633789062,104956000,,158.62580017089843,160.86527996712397,43.53527151287798,178.34290549009953,149.60209573060362
2022-09-13,151.8199920654297,153.83999633789062,160.5399932861328,153.3699951171875,159.89999389648438,122656600,,158.92400024414061,160.1962053357684,33.77756481287372,177.36796227761383,148.6420383327377
2022-09-14,153.27072143554688,155.30999755859375,157.10000610351562,153.61000061035156,154.7899932861328,87965400,,159.19900024414062,159.7308522141327,35.60320391407332,176.05805756070538,148.1799429275759
2022-09-15,150.3693084716797,152.3699951171875,155.24000549316406,151.3800048828125,154.64999389648438,90481100,,159.38800018310548,159.0298182048998,29.407647328431153,174.2989180420049,147.7210816528193
2022-09-16,148.72122192382812,150.6999969482422,151.35000610351562,148.3699951171875,151.2100067138672,162278800,,159.475,158.23650189474196,33.06240380741599,172.36090541835972,147.3140945816403
2022-09-19,152.45159912109375,154.47999572753906,154.55999755859375,149.10000610351562,149.30999755859375,81474200,,159.62380004882812,157.8787394026274,41.305433750604216,170.43491552602805,147.53608361947974
2022-09-20,154.83982849121094,156.89999389648438,158.0800018310547,153.0800018310547,153.39999389648438,107689800,,159.86440002441407,157.78552554489949,47.4640303835835,169.1894047254851,147.71459307724925
2022-09-21,151.70159912109375,153.72000122070312,158.74000549316406,153.60000610351562,157.33999633789062,101696800,,160.0216000366211,157.3983327521189,45.744162918763266,167.86921697172076,147.68378138033003
2022-09-22,150.73448181152344,152.74000549316406,154.47000122070312,150.91000366210938,152.3800048828125,86652500,,160.1666000366211,156.95468253698036,43.68955141505397,166.24966063281934,147.82433839061818
2022-09-23,148.4547882080078,150.42999267578125,151.47000122070312,148.55999755859375,151.19000244140625,96029900,,160.20579986572267,156.33328350258043,43.521187010621624,163.43796820337704,148.6760302097089
2022-09-26,148.79034423828125,150.77000427246094,153.77000427246094,149.63999938964844,149.66000366210938,93339400,,160.21779998779297,155.80344738542618,45.36718292610016,162.2397027402316,148.5892965883817
2022-09-27,149.767333984375,151.75999450683594,154.72000122070312,149.9499969482422,152.74000549316406,84442700,,160.3115997314453,155.41835663508425,44.76829363791115,161.33106548104237,148.53593280997327
2022-09-28,147.87254333496094,149.83999633789062,150.63999938964844,144.83999633789062,147.63999938964844,146691400,,160.28839965820313,154.88708422582772,44.30471845151815,160.97582727669285,147.98417028190087
2022-09-29,140.6091766357422,142.47999572753906,146.72000122070312,140.67999267578125,146.10000610351562,128138200,,160.07719970703124,153.70545674980022,33.45922994126671,162.02816678914587,145.45783022013148
2022-09-30,136.38534545898438,138.1999969482422,143.10000610351562,138.0,141.27999877929688,124925300,,159.73419952392578,152.22874629250896,20.81887783825681,163.32145840050066,142.1885376322142
2022-10-03,140.57955932617188,142.4499969482422,143.07000732421875,137.69000244140625,138.2100067138672,114311700,,159.50139953613282,151.2974368311502,34.969649547209826,163.49589062070822,140.67810535097146
2022-10-04,144.18165588378906,146.10000610351562,146.22000122070312,144.25999450683594,145.02999877929688,87830100,,159.3643997192383,150.80244342851833,38.50762444269444,163.31472265943464,140.01627404466691
2022-10-05,144.4777069091797,146.39999389648438,147.3800048828125,143.00999450683594,144.07000732421875,79471000,,159.26039947509764,150.38316252070558,42.025110354127904,162.87923182168828,139.495763600675
2022-10-06,143.5204620361328,145.42999267578125,147.5399932861328,145.22000122070312,145.80999755859375,68402200,,159.03319946289062,149.9114320592842,42.826021119695305,162.59189993442354,138.88009408413117
2022-10-07,138.25054931640625,140.08999633789062,143.10000610351562,139.4499969482422,142.5399932861328,85925600,,158.68799926757814,148.9760572286753,31.20919050296628,162.2014145561777,137.54257958444728
2022-10-10,138.5762176513672,140.4199981689453,141.88999938964844,138.57000732421875,140.4199981689453,74899000,,158.2461993408203,148.16119446108195,27.237573043028533,159.97098472371871,137.4720099662227
2022-10-11,137.15513610839844,138.97999572753906,141.35000610351562,138.22000122070312,139.89999389648438,77033700,,157.79559936523438,147.2867945816969,28.61288070029238,159.7551372674485,136.20185736145777
2022-10-12,136.52352905273438,138.33999633789062,140.36000061035156,138.16000366210938,139.1300048828125,70433700,,157.36219940185546,146.43471855847727,28.898000034882344,159.12582713358123,135.1341673732547
2022-10-13,141.1125030517578,142.99000549316406,143.58999633789062,134.3699951171875,134.99000549316406,113224000,,156.8993994140625,146.10665064749506,39.797057305823984,158.52698128845213,134.79501425598147
2022-10-14,136.56300354003906,138.3800048828125,144.52000427246094,138.19000244140625,144.30999755859375,88598000,,156.35079956054688,145.3707796222872,34.79008017514829,158.30086380224205,133.78913253564858
2022-10-17,140.5400848388672,142.41000366210938,142.89999389648438,140.27000427246094,141.07000732421875,85250900,,155.89199951171875,145.0888009594131,39.31917988112997,157.12377860025276,133.75921853109492
2022-10-18,141.86251831054688,143.75,146.6999969482422,140.61000061035156,145.49000549316406,99136600,,155.469599609375,144.96129610613565,42.949761526232116,155.15782577987622,134.410171961823
2022-10-19,141.97105407714844,143.86000061035156,144.9499969482422,141.5,141.69000244140625,61758300,,155.04839965820312,144.85641082082287,51.919873106662074,153.77581226073832,134.80618541992575
2022-10-20,141.5072479248047,143.38999938964844,145.88999938964844,142.64999389648438,143.02000427246094,64522000,,154.53139953613282,144.71675258928246,58.07656653077972,152.43649926634416,135.21049780396837
2022-10-21,145.33628845214844,147.27000427246094,147.85000610351562,142.64999389648438,142.8699951171875,86548600,,154.10699951171875,144.95991941625186,57.58817040641407,151.8746893848237,135.45630884515677
2022-10-24,147.48768615722656,149.4499969482422,150.22999572753906,146.0,147.19000244140625,75981900,,153.65399932861328,145.38754584787,55.529863960485315,151.5864041358373,135.61259336172128
2022-10-25,150.3397216796875,152.33999633789062,152.49000549316406,149.36000061035156,150.08999633789062,74732300,,153.23699920654298,146.04968398977672,59.03284908651472,151.74335086253154,135.51364681813254
2022-10-26,147.38897705078125,149.35000610351562,151.99000549316406,148.0399932861328,150.9600067138672,88194300,,152.76339935302735,146.3640003815614,55.61606606488441,151.64249029140137,135.56550836582517
2022-10-27,142.8987274169922,144.8000030517578,149.0500030517578,144.1300048828125,148.07000732421875,109180200,,152.16839935302735,146.21504825491343,56.90414340309014,151.75715380840333,135.68284558124512
2022-10-28,153.695068359375,155.74000549316406,157.5,147.82000732421875,148.1999969482422,164762400,,151.80019958496095,147.1221870395087,67.12880915254354,153.83602244159053,135.3579778025501
2022-10-31,151.32655334472656,153.33999633789062,154.24000549316406,151.9199981689453,153.16000366210938,97943200,,151.43659942626954,147.71435935364033,65.71803646676254,155.1030951827429,135.17990500036257
2022-11-01,148.6719207763672,150.64999389648438,155.4499969482422,149.1300048828125,155.0800018310547,80379300,,151.09819915771484,147.99394359581598,62.895448067380336,155.62619916462876,135.11179979777359
2022-11-02,143.1256866455078,145.02999877929688,152.1699981689453,145.0,148.9499969482422,93604600,,150.65419921875,147.71166313709986,52.09444909031606,155.5470017528899,135.0539976977937
2022-11-03,137.05645751953125,138.8800048828125,142.8000030517578,138.75,142.05999755859375,97918500,,150.08119934082032,146.87055282716773,50.497611561693624,155.6132138935712,134.33278677781553
2022-11-04,136.78955078125,138.3800048828125,142.6699981689453,134.3800048828125,142.08999633789062,140814800,,149.4481994628906,146.0619292134196,45.68614909384794,155.71869201887154,134.05630950700737
2022-11-07,137.32333374023438,138.9199981689453,139.14999389648438,135.6699981689453,137.11000061035156,83374600,,148.95419952392578,145.38174530442205,44.73970480168388,155.79367941590107,133.83132210997786
2022-11-08,137.8966827392578,139.5,141.42999267578125,137.49000549316406,140.41000366210938,89908500,,148.51659942626952,144.82157908495327,45.299696436226434,155.76385421459824,133.91314773852676
2022-11-09,133.31988525390625,134.8699951171875,138.5500030517578,134.58999633789062,138.5,74917800,,148.0357992553711,143.8738091832613,41.571027498732704,156.12214653361028,133.2078552974444
2022-11-10,145.1819610595703,146.8699951171875,146.8699951171875,139.5,141.24000549316406,118854000,,147.82879913330078,144.1591602245876,49.6590442939375,156.3281173354478,133.3898834580092
2022-11-11,147.9794464111328,149.6999969482422,150.00999450683594,144.3699951171875,145.82000732421875,93979700,,147.66359893798827,144.68685896017374,50.210757047960605,156.66280096165988,134.18719903834014
2022-11-14,146.5757598876953,148.27999877929688,150.27999877929688,147.42999267578125,148.97000122070312,73374100,,147.51299896240235,145.0290627524712,46.490320007217846,156.93133809913877,134.50566141257997
2022-11-15,148.3155517578125,150.0399932861328,153.58999633789062,148.55999755859375,152.22000122070312,89868300,,147.42319885253906,145.50629423186754,50.609421635027346,157.36556912829724,134.7004297120348
2022-11-16,147.07989501953125,148.7899932861328,149.8699951171875,147.2899932861328,149.1300048828125,64218300,,147.2797985839844,145.8190274751309,53.742253251831,157.62751299436928,134.93148511354087
2022-11-17,148.9877166748047,150.72000122070312,151.47999572753906,146.14999389648438,146.42999267578125,80389400,,147.20499847412108,146.2857868794711,44.33408134690665,158.07426651616123,135.21773177485437
2022-11-18,149.55117797851562,151.2899932861328,152.6999969482422,149.97000122070312,152.30999755859375,74829600,,147.0833984375,146.76237796581984,47.58652727882203,158.4613675125777,135.23262967980511
2022-11-21,146.30889892578125,148.00999450683594,150.3699951171875,147.72000122070312,150.16000366210938,58724100,,146.7749984741211,146.88119858877374,46.934509434691044,158.33916922068005,135.21082772756216
2022-11-22,148.4539337158203,150.17999267578125,150.4199981689453,146.92999267578125,148.1300048828125,51804100,,146.7017984008789,147.19536945420302,56.500878314868174,158.0512830963493,135.28271348568197
2022-11-23,149.33370971679688,151.07000732421875,151.8300018310547,149.33999633789062,149.4499969482422,58301400,,146.6169985961914,147.5643825846807,67.74381408357107,158.24807056790954,135.25792613619203
2022-11-25,146.40774536132812,148.11000061035156,148.8800048828125,147.1199951171875,148.30999755859375,35195900,,146.5317987060547,147.61634620617315,63.21650684531175,158.39046603457874,135.44653042538218
