Price,Adj Close,Close,High,Low,Open,Volume,SMA_20,SMA_50,EMA_20,RSI,Upper_Band,Lower_Band
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,,,,,,
Date,,,,,,,,,,,,
2022-04-11,163.10707092285156,165.75,169.02999877929688,165.5,168.7100067138672,72246700,,,165.75,,,
2022-04-12,164.98666381835938,167.66000366210938,169.8699951171875,166.63999938964844,168.02000427246094,79265200,,,165.9319051106771,,,
2022-04-13,167.6829071044922,170.39999389648438,171.0399932861328,166.77000427246094,167.38999938964844,70618900,,,166.35743737599208,,,
2022-04-14,162.65440368652344,165.2899932861328,171.27000427246094,165.0399932861328,170.6199951171875,75329400,,,166.25577603410073,,,
2022-04-18,162.43795776367188,165.07000732421875,166.60000610351562,163.57000732421875,163.9199981689453,69023900,,,166.14284568077863,,,
2022-04-19,164.7307586669922,167.39999389648438,167.82000732421875,163.91000366210938,165.02000427246094,67723800,,,166.2625740822744,,,
2022-04-20,164.5634765625,167.22999572753906,168.8800048828125,166.10000610351562,168.75999450683594,67929800,,,166.3547094770615,,,
2022-04-21,163.7664031982422,166.4199981689453,171.52999877929688,165.91000366210938,168.91000366210938,87227800,,,166.3609274477171,,,
2022-04-22,159.21023559570312,161.7899932861328,167.8699951171875,161.5,166.4600067138672,84882400,,,165.92560038470907,,,
2022-04-25,160.28286743164062,162.8800048828125,163.1699981689453,158.4600067138672,161.1199951171875,96046400,,,165.63554367024275,,,
2022-04-26,154.2998046875,156.8000030517578,162.33999633789062,156.72000122070312,162.25,95623200,,,164.79406361133942,,,
2022-04-27,154.07347106933594,156.57000732421875,159.7899932861328,155.3800048828125,155.91000366210938,88063200,,,164.01082015542318,,,
2022-04-28,161.0307159423828,163.63999938964844,164.52000427246094,158.92999267578125,159.25,130216800,,,163.97550389201604,,,
2022-04-29,155.13626098632812,157.64999389648438,166.1999969482422,157.25,161.83999633789062,131747600,,,163.37307436863207,39.44761397384774,,
2022-05-02,155.44131469726562,157.9600067138672,158.22999572753906,153.27000427246094,156.7100067138672,123055300,,,162.85754411579734,39.93280451429984,,
2022-05-03,156.93707275390625,159.47999572753906,160.7100067138672,156.32000732421875,158.14999389648438,88966500,,,162.53587284072512,39.32113080855304,,
2022-05-04,163.3727569580078,166.02000427246094,166.47999572753906,159.25999450683594,159.6699981689453,108256500,,,162.86769488184282,44.79811095425443,,
2022-05-05,154.27027893066406,156.77000427246094,164.0800018310547,154.9499969482422,163.85000610351562,130525300,,,162.28696244285408,40.787207165824526,,
2022-05-06,154.99952697753906,157.27999877929688,159.44000244140625,154.17999267578125,156.00999450683594,116124600,,,161.81010876061052,41.62904712089959,,
2022-05-09,149.855224609375,152.05999755859375,155.8300018310547,151.49000549316406,154.92999267578125,131577900,,,160.88152674137083,34.479975546423205,172.24099392798726,152.1710055837315
2022-05-10,152.26971435546875,154.50999450683594,156.74000549316406,152.92999267578125,155.52000427246094,115366700,,,160.2747141476056,37.69826091165488,172.09369790095172,151.19430106145063
2022-05-11,144.37586975097656,146.5,155.4499969482422,145.80999755859375,153.5,142689800,,,158.96283660973842,33.08998720489856,172.6336508472404,148.53834774895103
2022-05-12,140.49298095703125,142.55999755859375,146.1999969482422,138.8000030517578,142.77000427246094,182602000,,,157.40066146201036,33.48222512491313,172.7998189885511,145.58817997385123
2022-05-13,144.97702026367188,147.11000061035156,148.10000610351562,143.11000061035156,144.58999633789062,113990900,,,156.42059852375715,37.214200793991495,172.58736124811594,143.98263844670828
2022-05-16,143.42974853515625,145.5399932861328,147.52000427246094,144.17999267578125,145.5500030517578,86643800,,,155.38435040588817,40.15044695221992,172.3100858415383,142.30691244947735
2022-05-17,147.0760955810547,149.24000549316406,149.77000427246094,146.67999267578125,148.86000061035156,78336300,,,154.79917469991443,43.95513821871125,171.0238349393536,141.77716451133
2022-05-18,138.77822875976562,140.82000732421875,147.36000061035156,139.89999389648438,146.85000610351562,109742900,,,153.46782542603867,31.590849949642077,170.34156928113708,139.8184313292145
2022-05-19,135.35850524902344,137.35000610351562,141.66000366210938,136.60000610351562,139.8800048828125,136095600,,,151.93279501436982,32.92971721209247,169.84768559628827,137.4053158075203
2022-05-20,135.59503173828125,137.58999633789062,140.6999969482422,132.61000061035156,139.08999633789062,137426100,,,150.56681418803848,32.85063934558062,169.65231030656662,135.18069140241778
2022-05-23,141.03501892089844,143.11000061035156,143.25999450683594,137.64999389648438,137.7899932861328,117726300,,,149.856641466354,37.08787558421001,168.40278523617485,134.4532160455634
2022-05-24,138.3248748779297,140.36000061035156,141.97000122070312,137.3300018310547,140.80999755859375,104132700,,,148.95219948006806,28.47315349469757,168.07060691079636,133.1413941268013
2022-05-25,138.48255920410156,140.52000427246094,141.7899932861328,138.33999633789062,138.42999267578125,92482700,,,148.14913326981974,33.91407953056954,167.5863251743058,132.02067555811604
2022-05-26,141.6952667236328,143.77999877929688,144.33999633789062,137.13999938964844,137.38999938964844,90601500,,,147.73302522310328,37.326326018894996,165.5260774462994,132.09492322508729
2022-05-27,147.47030639648438,149.63999938964844,149.67999267578125,145.25999450683594,145.38999938964844,90978500,,,147.9146418103933,47.75510412069332,164.6096977019784,132.21030351872474
2022-05-31,146.68191528320312,148.83999633789062,150.66000366210938,146.83999633789062,149.07000732421875,103718400,,,148.0027708130121,44.57416601616058,163.52297689005084,132.38502329305462
2022-06-01,146.55380249023438,148.7100067138672,151.74000549316406,147.67999267578125,149.89999389648438,74286600,,,148.07012661309352,52.49042843932235,162.02112515637177,132.80987612536651
2022-06-02,149.01756286621094,151.2100067138672,151.27000427246094,146.86000061035156,147.8300018310547,72348100,,,148.36916281316718,60.07454874974276,158.55682403382917,134.79317749204972
2022-06-03,143.2720947265625,145.3800048828125,147.97000122070312,144.4600067138672,146.89999389648438,88570300,,,148.08448110551436,48.04343421757905,157.00094169717647,135.21005988973758
2022-06-06,144.0210418701172,146.13999938964844,148.57000732421875,144.89999389648438,147.02999877929688,71598400,,,147.89929237066997,50.691251368544805,155.09398539889972,136.00301624904952
2022-06-07,146.55380249023438,148.7100067138672,149.0,144.10000610351562,144.35000610351562,67808200,,,147.97650326049825,49.37307911397203,154.5557574694297,136.2062450940469
2022-06-08,145.814697265625,147.9600067138672,149.8699951171875,147.4600067138672,148.5800018310547,53950200,,,147.9749321608191,60.317920923289286,153.2741991663026,136.83280461787712
2022-06-09,140.57183837890625,142.63999938964844,147.9499969482422,142.52999877929688,147.0800018310547,69473000,,,147.46684332546948,57.25650717288733,153.1193664422604,136.60163728088412
2022-06-10,135.1417236328125,137.1300048828125,140.75999450683594,137.05999755859375,140.27999877929688,91437900,,,146.48238252140692,49.448715913687636,153.497732803523,135.6802716520434
2022-06-13,129.96786499023438,131.8800048828125,135.1999969482422,131.44000244140625,132.8699951171875,122207100,,,145.09167988915982,36.45356266061763,154.2960173857458,133.35898749706666
2022-06-14,130.8350830078125,132.75999450683594,133.88999938964844,131.47999572753906,133.1300048828125,84784300,,,143.91723366227183,40.399180543379615,154.72281983868814,131.65418516619465
2022-06-15,133.46630859375,135.42999267578125,137.33999633789062,132.16000366210938,134.2899932861328,91533000,,,143.10892499689177,43.953416625308286,154.15972716992715,130.8362765532174
2022-06-16,128.1741943359375,130.05999755859375,132.38999938964844,129.0399932861328,132.0800018310547,108123900,,,141.86617000276814,34.479630198606,154.87331250977624,129.0466902368058
2022-06-17,129.65248107910156,131.55999755859375,133.0800018310547,129.80999755859375,130.07000732421875,134520300,,,140.88462976998963,27.309223873428593,155.26083368990754,128.08016820218228
2022-06-21,133.89996337890625,135.8699951171875,137.05999755859375,133.32000732421875,133.4199981689453,81000500,,,140.4070455173418,35.04035925580715,155.3047039234474,127.86429784657213
2022-06-22,133.3875274658203,135.35000610351562,137.75999450683594,133.91000366210938,134.7899932861328,73409200,,150.24760040283203,139.92542271602503,34.727928379235905,155.17159000606236,127.22141231327358
2022-06-23,136.26516723632812,138.27000427246094,138.58999633789062,135.6300048828125,136.82000732421875,72433800,,149.69800048828125,139.76776381663797,35.348720209753196,155.12456505710094,127.05943762844596
2022-06-24,139.60601806640625,141.66000366210938,141.91000366210938,139.77000427246094,139.89999389648438,89116800,,149.17800048828124,139.9479771352543,45.54170202182755,155.18104341850636,127.11695920600532
2022-06-27,139.60601806640625,141.66000366210938,143.49000549316406,140.97000122070312,142.6999969482422,70207900,,148.60320068359374,140.11102728066908,44.53125203726932,155.0232939537993,127.06270915899367
2022-06-28,135.44720458984375,137.44000244140625,143.4199981689453,137.32000732421875,142.1300048828125,67083400,,148.04620086669922,139.85664396264406,36.77539053897117,153.88867527898137,126.97732813898736
2022-06-29,137.21124267578125,139.22999572753906,140.6699981689453,136.6699981689453,137.4600067138672,66242400,,147.52940063476564,139.79696317834834,39.999979025701904,152.81750134030236,127.08750201663125
2022-06-30,134.73765563964844,136.72000122070312,138.3699951171875,133.77000427246094,137.25,98964500,,146.91580078125,139.50391918238213,42.752197189823825,151.6024368846655,127.1035659229517
2022-07-01,136.91561889648438,138.92999267578125,139.0399932861328,135.66000366210938,136.0399932861328,71051600,,146.34980072021483,139.4492595150868,52.39742982125974,149.64319212028158,127.83480928352701
2022-07-05,139.50747680664062,141.55999755859375,141.61000061035156,136.92999267578125,137.77000427246094,73353800,,145.8526007080078,139.65028218589697,63.860260413525985,149.09021690834885,128.00578376303787
2022-07-06,140.84776306152344,142.9199981689453,144.1199951171875,141.0800018310547,141.35000610351562,74064300,,145.47520080566406,139.96168370809204,64.35030250365091,148.5318933511439,128.24210719817248
2022-07-07,144.22801208496094,146.35000610351562,146.5500030517578,143.27999877929688,143.2899932861328,66253700,,145.14460083007813,140.57009536479904,65.09958730346278,147.9527477084638,128.58525277981744
2022-07-08,144.90802001953125,147.0399932861328,147.5500030517578,145.0,145.25999450683594,64547800,,144.94940063476562,141.18627611921178,76.96952746657774,147.71985195808622,128.7261471874216
2022-07-11,142.7694549560547,144.8699951171875,146.63999938964844,143.77999877929688,145.6699981689453,63141600,,144.715400390625,141.53710649997137,70.6998642606954,148.09831540749394,128.57068331076778
2022-07-12,143.7451171875,145.86000061035156,148.4499969482422,145.0500030517578,145.75999450683594,77588800,,144.35980041503908,141.94881070095997,67.32572915966489,149.07377561384308,128.46822267717252
2022-07-13,143.38052368164062,145.49000549316406,146.4499969482422,142.1199951171875,142.99000549316406,71185600,,144.11660064697264,142.28606734783656,67.67783712347125,149.63504475426043,129.26795359779032
2022-07-14,146.31729125976562,148.47000122070312,148.9499969482422,143.25,144.0800018310547,78140700,,143.9268005371094,142.8750134309667,67.74531285588608,150.66786243639459,129.80613658704291
2022-07-15,147.99264526367188,150.1699981689453,150.86000061035156,148.1999969482422,149.77999877929688,76259900,,143.7406005859375,143.56977388220278,65.73013520823898,152.03847628537645,129.90952328737748
2022-07-18,144.93760681152344,147.07000732421875,151.57000732421875,146.6999969482422,150.74000549316406,81420900,,143.36160064697265,143.90312944810904,58.97182459912101,151.93011499954588,131.7188855497705
2022-07-19,148.81060791015625,151.0,151.22999572753906,146.91000366210938,147.9199981689453,82982400,,143.24620056152344,144.57902188162245,72.70599140886974,152.47578350472915,133.11721728872786
2022-07-20,150.82102966308594,153.0399932861328,153.72000122070312,150.3699951171875,151.1199951171875,64823400,,143.16140045166014,145.384828682052,72.93261088357187,153.78294711621737,133.52705349413418
2022-07-21,153.09751892089844,155.35000610351562,155.57000732421875,151.94000244140625,154.5,65086600,,143.2272006225586,146.33389319838184,81.14346641634953,155.26812959535923,134.04187101499232
2022-07-22,151.8557891845703,154.08999633789062,156.27999877929688,153.41000366210938,155.38999938964844,66675400,,143.2188006591797,147.07256968785887,76.17404719477408,156.40785056539926,134.4841492514953
2022-07-25,150.7323455810547,152.9499969482422,155.0399932861328,152.27999877929688,154.00999450683594,53623900,,143.34780059814454,147.63232466503825,70.73171680072967,157.30906318193783,134.71193596356997
2022-07-26,149.40188598632812,151.60000610351562,153.08999633789062,150.8000030517578,152.25999450683594,55138700,,143.52860076904298,148.01019908775038,65.80483513992144,157.87457032063975,135.1404290690087
2022-07-27,154.5166473388672,156.7899932861328,157.3300018310547,152.16000366210938,152.5800018310547,78620700,,143.7222006225586,148.8463699637868,67.86448169386394,158.88633210942302,136.0636663646981
2022-07-28,155.06851196289062,157.35000610351562,157.63999938964844,154.41000366210938,156.97999572753906,81378700,,143.95840087890625,149.6562400723324,67.72089983377404,159.91271254303047,136.84928696868826
2022-07-29,160.15370178222656,162.50999450683594,163.6300048828125,159.5,161.24000549316406,101786900,,144.2238006591797,150.88040716133273,77.4937892201886,161.47638838091106,137.86461045942096
2022-08-01,159.168212890625,161.50999450683594,163.58999633789062,160.88999938964844,161.00999450683594,67829400,,144.63760040283202,151.8927488132854,74.38455993396252,162.59934475490945,138.99965426852805
2022-08-02,157.68997192382812,160.00999450683594,162.41000366210938,159.6300048828125,160.10000610351562,59907000,,145.09080017089843,152.66581983171878,71.85430737346493,163.36418539205,140.0798133262117
2022-08-03,163.7212371826172,166.1300048828125,166.58999633789062,160.75,160.83999633789062,82507500,,145.66160034179688,153.94812316991818,74.28494331248469,165.4229398101156,140.34205957953284
2022-08-04,163.40586853027344,165.80999755859375,167.19000244140625,164.42999267578125,166.00999450683594,55474100,,146.11560028076173,155.0778254926492,72.3556336476842,167.25235433435003,140.45864420080622
2022-08-05,163.17889404296875,165.35000610351562,165.85000610351562,163.0,163.2100067138672,56697000,,146.615400390625,156.05612840796982,78.26221528955372,168.69877929944252,140.843220517452
2022-08-08,162.70516967773438,164.8699951171875,167.80999755859375,164.1999969482422,166.3699951171875,60276900,,147.10240020751954,156.89554428503817,74.00482534531642,169.57701875210813,141.9649810647864
2022-08-09,162.75454711914062,164.9199981689453,165.82000732421875,163.25,164.02000427246094,63135500,,147.5252001953125,157.65977798826742,72.08177342136909,170.27850052824965,143.16949904450428
2022-08-10,167.017822265625,169.24000549316406,169.33999633789062,166.89999389648438,167.67999267578125,70170500,,147.91720031738282,158.76265679825758,74.02281269281296,171.48342107370027,144.33957849905366
2022-08-11,166.2776641845703,168.49000549316406,170.99000549316406,168.19000244140625,170.05999755859375,57149200,,148.3102005004883,159.68907095967725,75.35212062176322,172.50552324575767,145.31947675424232
2022-08-12,169.8402557373047,172.10000610351562,172.1699981689453,169.39999389648438,169.82000732421875,68039400,,148.77800048828124,160.87106478289996,81.01717317558179,174.1592583532567,145.85874244020033
2022-08-15,170.9159393310547,173.19000244140625,173.38999938964844,171.35000610351562,171.52000427246094,54091700,,149.21760040283203,162.04429694085294,85.26622859359001,175.2569860946991,147.37301421047667
2022-08-16,170.758056640625,173.02999877929688,173.7100067138672,171.66000366210938,172.77999877929688,56377100,,149.77060028076173,163.09055425879998,81.74352024232692,176.40804670793767,148.4249534751678
2022-08-17,172.25807189941406,174.5500030517578,176.14999389648438,172.57000732421875,172.77000427246094,79542000,,150.3388003540039,164.1819303343198,82.40388380103339,177.75306297194214,149.23093818772583
2022-08-18,171.86331176757812,174.14999389648438,174.89999389648438,173.1199951171875,173.75,62290100,,150.84760009765625,165.1312697211926,76.72170701923878,178.91010538533592,149.95389455362894
2022-08-19,169.26788330078125,171.52000427246094,173.74000549316406,171.30999755859375,173.02999877929688,70346300,,151.31880004882814,165.7397206308372,71.3797418850215,179.24900562291728,151.35799510950457
2022-08-22,165.36973571777344,167.57000732421875,169.86000061035156,167.13999938964844,169.69000244140625,69026800,,151.81740020751954,165.9140336492545,64.61717656097048,178.73018665891425,153.3388151111053
2022-08-23,165.03419494628906,167.22999572753906,168.7100067138672,166.64999389648438,167.0800018310547,54147100,,152.41940002441407,166.0393633709959,52.73901661518354,177.5419336866152,156.09006704580668
2022-08-24,165.3302459716797,167.52999877929688,168.11000061035156,166.25,167.32000732421875,53841500,,153.13239990234376,166.18132864797693,54.2871356265603,176.9850568397217,157.7209444420166
2022-08-25,167.79742431640625,170.02999877929688,170.13999938964844,168.35000610351562,168.77999877929688,51218200,,153.87779998779297,166.54786866048357,60.58820117816989,176.44439461073742,159.529605938579
2022-08-26,161.47161865234375,163.6199951171875,171.0500030517578,163.55999755859375,170.57000732421875,78961000,,154.44160003662108,166.26902356112205,47.770248495353236,176.3620049948554,159.7229956154962
